0.01140 1511.94670 61.22295
0.01191 1048.44740 48.57841
0.01242 683.62212 52.14941
0.01292 404.50253 37.28458
0.01343 277.13913 25.95606
0.01394 202.25372 18.58454
0.01444 170.99352 15.70555
0.01495 137.72984 12.76906
0.01546 103.90760 8.13876
0.01596 97.44397 7.78633
0.01647 86.67772 6.17683
0.01698 71.76189 4.57527
0.01748 64.49525 3.98570
0.01799 60.07427 3.27149
0.01850 55.66575 2.85245
0.01900 49.27767 2.19788
0.01951 47.02290 1.82285
0.02002 43.38428 1.62670
0.02052 40.39020 1.26523
0.02103 39.76445 1.15474
0.02154 37.40875 0.94671
0.02204 35.96745 0.80582
0.02255 34.04780 0.69475
0.02306 33.29576 0.55802
0.02356 32.41226 0.52786
0.02407 31.63373 0.45789
0.02458 30.30453 0.42172
0.02509 29.53785 0.37695
0.02559 29.36162 0.38023
0.02610 28.72660 0.35408
0.02661 28.05101 0.30875
0.02711 27.22161 0.27514
0.02762 26.93740 0.26433
0.02813 26.60551 0.26662
0.02863 26.14922 0.25699
0.02914 25.25138 0.23404
0.02965 25.07227 0.24516
0.03015 24.95694 0.23144
0.03066 24.80003 0.23795
0.03117 24.32255 0.23836
0.03167 23.84910 0.22371
0.03218 23.72150 0.21566
0.03269 23.54660 0.21532
0.03319 23.41896 0.20484
0.03370 23.12648 0.19890
0.03421 22.99541 0.19544
0.03471 22.71067 0.20854
0.03522 22.51639 0.20670
0.03573 22.55065 0.20026
0.03623 22.45235 0.19367
0.03674 22.32811 0.19600
0.03725 22.10336 0.20353
0.03775 21.92700 0.19855
0.03826 21.63504 0.18309
0.03877 21.57085 0.17552
0.03927 21.38712 0.18622
0.03978 21.65612 0.18775
0.04029 21.70292 0.18513
0.04080 21.26711 0.17929
0.04130 21.11947 0.17959
0.04181 21.25400 0.17511
0.04232 20.98532 0.17727
0.04282 20.67547 0.17299
0.04333 20.66058 0.16810
0.04384 21.04363 0.16704
0.04434 20.77920 0.16953
0.04485 20.40295 0.16945
0.04536 20.72729 0.16881
0.04586 20.19389 0.16151
0.04637 20.53557 0.17398
0.04688 20.44646 0.16559
0.04738 20.08055 0.16007
0.04789 20.30580 0.15484
0.04840 20.09216 0.15581
0.04890 20.04674 0.15364
0.04941 20.00927 0.16107
0.04992 20.17288 0.15167
0.05042 20.08368 0.15665
0.05093 19.97359 0.15130
0.05144 20.10582 0.15227
0.05194 19.87950 0.14647
0.05245 19.92680 0.14177
0.05296 19.80351 0.15202
0.05346 20.06323 0.14931
0.05397 19.74915 0.14765
0.05448 19.66966 0.14669
0.05498 19.57560 0.14596
0.05549 19.55871 0.14563
0.05600 19.57364 0.14572
0.05650 19.71748 0.14033
0.05701 19.46003 0.14054
0.05752 19.62006 0.14766
0.05803 19.22141 0.13955
0.05853 19.47142 0.14328
0.05904 19.34096 0.14402
0.05955 19.28965 0.13743
0.06005 19.16418 0.13068
0.06056 19.41983 0.13513
0.06107 19.20335 0.13600
0.06157 19.19707 0.13297
0.06208 19.10719 0.13455
0.06259 19.24268 0.13280
0.06309 18.96352 0.13389
0.06360 19.01990 0.13351
0.06411 18.77284 0.13253
0.06461 18.97357 0.13335
0.06512 18.92513 0.13312
0.06563 18.86945 0.13012
0.06613 19.06136 0.13410
0.06664 18.91444 0.12899
0.06715 18.63913 0.12779
0.06765 18.80472 0.12402
0.06816 18.70188 0.12749
0.06867 18.79037 0.12865
0.06917 18.61318 0.12483
0.06968 18.65809 0.12619
0.07019 18.61060 0.12608
0.07069 18.79607 0.12490
0.07120 18.71643 0.12166
0.07171 18.55869 0.12089
0.07221 18.68521 0.12719
0.07272 18.50578 0.12052
0.07323 18.45463 0.12044
0.07373 18.33507 0.11918
0.07424 18.51910 0.12086
0.07475 18.30214 0.11556
0.07526 18.57206 0.12322
0.07576 18.37364 0.11622
0.07627 18.34355 0.11731
0.07678 18.43835 0.11804
0.07728 18.48606 0.11578
0.07779 18.26923 0.11619
0.07830 18.19041 0.11769
0.07880 18.32588 0.11207
0.07931 18.32227 0.11450
0.07982 18.23058 0.11042
0.08032 18.24593 0.11532
0.08083 18.05951 0.11106
0.08134 18.41012 0.11147
0.08184 18.24029 0.11656
0.08235 18.26032 0.11937
0.08286 18.11015 0.11419
0.08336 18.08547 0.11846
0.08387 18.27701 0.11616
0.08438 18.04552 0.11580
0.08488 17.99339 0.11737
0.08539 18.08043 0.11837
0.08590 18.06804 0.12011
0.08640 17.87816 0.11446
0.08691 18.03290 0.11674
0.08742 18.15297 0.11399
0.08792 18.10175 0.12110
0.08843 18.00469 0.11474
0.08894 18.06386 0.11723
0.08944 17.91367 0.11538
0.08995 17.92343 0.11717
0.09046 17.77943 0.11789
0.09096 17.84144 0.11788
0.09147 17.83306 0.12465
0.09198 17.80730 0.11866
0.09248 17.84879 0.12163
0.09299 17.74973 0.11792
0.09350 17.66872 0.11732
0.09401 17.61614 0.11982
0.09451 17.64601 0.11756
0.09502 17.76212 0.11710
0.09553 17.63645 0.11814
0.09603 17.92785 0.12053
0.09654 17.57234 0.11422
0.09705 17.73653 0.11250
0.09755 17.73746 0.11298
0.09806 17.61069 0.11675
0.09857 17.49429 0.11808
0.09907 17.73106 0.11790
0.09958 17.63931 0.11685
0.10009 17.48262 0.11384
0.10059 17.65074 0.11613
0.10110 17.46435 0.11454
0.10161 17.29596 0.11479
0.10211 17.54127 0.11218
0.10262 17.33459 0.10974
0.10313 17.32496 0.11119
0.10363 17.56963 0.11358
0.10414 17.38700 0.11703
0.10465 17.33920 0.11046
0.10515 17.46277 0.11604
0.10566 17.28285 0.11112
0.10617 17.55598 0.11121
0.10667 17.49059 0.10679
0.10718 17.18327 0.10699
0.10769 17.46624 0.10613
0.10819 17.27173 0.10820
0.10870 17.49471 0.10330
0.10921 17.32592 0.10505
0.10971 17.30372 0.10687
0.11022 17.33493 0.10241
0.11073 17.47620 0.10487
0.11123 17.39266 0.10449
0.11174 17.25929 0.10417
0.11225 17.16308 0.10534
0.11275 17.09519 0.09958
0.11326 16.97061 0.10090
0.11377 17.17039 0.09736
0.11428 17.26146 0.10440
0.11478 17.38817 0.09778
0.11529 17.16118 0.09977
0.11580 17.12460 0.10035
0.11630 17.03271 0.10215
0.11681 17.07968 0.10013
0.11732 16.98598 0.09885
0.11782 17.03669 0.09660
0.11833 17.09436 0.09861
0.11884 17.18159 0.09729
0.11934 17.06924 0.09839
0.11985 17.00836 0.09869
0.12036 16.97358 0.09886
0.12086 16.87347 0.09742
0.12137 16.94356 0.09434
0.12188 16.89497 0.09537
0.12238 16.96115 0.09617
0.12289 17.02509 0.09507
0.12340 16.98038 0.09296
0.12390 16.89200 0.09501
0.12441 16.81862 0.09367
0.12492 17.00344 0.09135
0.12542 17.05055 0.09227
0.12593 16.98980 0.09532
0.12644 17.03899 0.09427
0.12694 17.01678 0.09378
0.12745 16.98937 0.09128
0.12796 17.06355 0.09280
0.12846 17.00685 0.09178
0.12897 17.00348 0.08734
0.12948 17.01706 0.09063
0.12998 16.77007 0.09116
0.13049 16.97537 0.08874
0.13100 16.84080 0.08959
0.13150 16.79093 0.08970
0.13201 16.75556 0.08932
0.13252 16.69586 0.09218
0.13302 16.66893 0.08897
0.13353 16.69538 0.08799
0.13404 16.66710 0.08996
0.13454 16.55784 0.08737
0.13505 16.61241 0.08528
0.13556 16.60298 0.08949
0.13606 16.75604 0.08733
0.13657 16.42132 0.08484
0.13708 16.37524 0.08869
0.13758 16.46929 0.08866
0.13809 16.25071 0.08340
0.13860 16.39340 0.08322
0.13911 16.48395 0.08359
0.13961 16.56873 0.08457
0.14012 16.45817 0.08471
0.14063 16.33271 0.08614
0.14113 16.39343 0.08479
0.14164 16.39356 0.08726
0.14215 16.47979 0.08319
0.14265 16.44268 0.08412
0.14316 16.33412 0.08574
0.14367 16.27605 0.08416
0.14417 16.21592 0.08525
0.14468 16.35609 0.08268
0.14519 16.07624 0.08338
0.14569 16.36401 0.08223
0.14620 16.23540 0.08303
0.14671 16.36808 0.08348
0.14721 16.17490 0.08274
0.14772 16.31829 0.08212
0.14823 16.02832 0.07884
0.14873 16.01999 0.08366
0.14924 16.16904 0.08207
0.14975 16.00938 0.07989
0.15025 16.07471 0.08075
0.15076 16.11872 0.08111
0.15127 16.01136 0.08016
0.15177 15.93543 0.08036
0.15228 15.87754 0.08102
0.15279 16.03755 0.07964
0.15329 15.86794 0.08134
0.15380 16.08537 0.08029
0.15431 15.84891 0.07766
0.15481 15.91436 0.07848
0.15532 15.88309 0.07746
0.15583 15.74940 0.08051
0.15633 15.74793 0.07903
0.15684 15.73792 0.07804
0.15735 15.84083 0.07635
0.15785 15.84982 0.07840
0.15836 15.80241 0.07937
0.15887 15.81735 0.07828
0.15937 15.70770 0.07603
0.15988 15.56342 0.07650
0.16039 15.79906 0.07684
0.16089 15.55341 0.07731
0.16140 15.54149 0.07696
0.16191 15.66405 0.07551
0.16241 15.70801 0.07531
0.16292 15.57059 0.07463
0.16343 15.63785 0.07652
0.16393 15.56229 0.07594
0.16444 15.63085 0.07397
0.16495 15.49813 0.07575
0.16545 15.54645 0.07589
0.16596 15.53568 0.07511
0.16647 15.29484 0.07523
0.16697 15.45891 0.07438
0.16748 15.46619 0.07294
0.16799 15.35820 0.07351
0.16849 15.53492 0.07380
0.16900 15.35807 0.07346
0.16951 15.12654 0.07363
0.17001 15.26170 0.07433
0.17052 15.42160 0.07492
0.17103 15.51910 0.07471
0.17153 15.29275 0.07586
0.17204 15.43515 0.07455
0.17255 15.39520 0.07774
0.17305 15.28119 0.07340
0.17356 15.33310 0.07601
0.17407 15.36526 0.07401
0.17457 15.22856 0.07540
0.17508 15.22874 0.07491
0.17559 15.17781 0.07485
0.17610 15.20625 0.07556
0.17660 15.29362 0.07749
0.17711 15.17822 0.07718
0.17762 15.23492 0.07571
0.17812 15.01926 0.07454
0.17863 15.13069 0.07707
0.17914 15.13567 0.07578
0.17964 14.96386 0.07403
0.18015 15.06146 0.07702
0.18066 15.13548 0.07655
0.18116 15.12144 0.07863
0.18167 15.08032 0.07627
0.18218 15.02955 0.07609
0.18268 15.00999 0.07752
0.18319 14.98410 0.07743
0.18370 14.89820 0.07938
0.18420 14.91519 0.07931
0.18471 14.80610 0.07729
0.18522 14.88392 0.07805
0.18572 14.93684 0.07887
0.18623 14.95962 0.07667
0.18674 14.79083 0.08031
0.18724 14.94169 0.08016
0.18775 14.88369 0.07948
0.18826 14.90085 0.08174
0.18876 14.79406 0.08028
0.18927 14.89680 0.07788
0.18978 14.87682 0.08025
0.19028 14.85960 0.07935
0.19079 14.88727 0.08016
0.19130 14.74263 0.07945
0.19180 14.77870 0.08027
0.19231 14.66804 0.08189
0.19282 14.80159 0.08025
0.19332 14.92629 0.08182
0.19383 14.69608 0.07935
0.19434 14.80688 0.07892
0.19484 14.69145 0.07958
0.19535 14.70151 0.08021
0.19586 14.67331 0.08067
0.19636 14.75266 0.08255
0.19687 14.78193 0.08076
0.19738 14.52287 0.08014
0.19788 14.47239 0.08193
0.19839 14.66536 0.07926
0.19890 14.67204 0.08288
0.19940 14.57938 0.08056
0.19991 14.67091 0.08298
0.20042 14.43050 0.07989
0.20092 14.47628 0.08213
0.20143 14.66665 0.08210
0.20194 14.42448 0.07864
0.20244 14.57962 0.08172
0.20295 14.44063 0.08164
0.20346 14.69732 0.08296
0.20396 14.47377 0.07957
0.20447 14.54806 0.08231
0.20498 14.37018 0.07966
0.20548 14.45759 0.08178
0.20599 14.39277 0.08164
0.20650 14.24194 0.07989
0.20700 14.41721 0.08084
0.20751 14.33667 0.08013
0.20802 14.35205 0.07806
0.20852 14.36125 0.07979
0.20903 14.48386 0.07913
0.20954 14.32618 0.08036
0.21004 14.28597 0.08084
0.21055 14.40537 0.08014
0.21106 14.21874 0.07897
0.21156 14.27983 0.07977
0.21207 14.27774 0.08006
0.21258 14.24057 0.08163
0.21308 14.27260 0.07970
0.21359 14.24149 0.08166
0.21410 14.32896 0.08115
0.21460 14.17974 0.08009
0.21511 14.19657 0.07833
0.21562 14.10717 0.08011
0.21612 14.25173 0.08213
0.21663 14.03575 0.07834
0.21714 14.24119 0.07987
0.21764 14.03461 0.07897
0.21815 14.14511 0.08001
0.21866 13.94658 0.08225
0.21916 13.97063 0.07953
0.21967 13.96942 0.07866
0.22018 14.02367 0.07821
0.22068 13.91059 0.08042
0.22119 13.88751 0.07768
0.22170 14.07659 0.08084
0.22220 13.99285 0.08011
0.22271 14.03103 0.07791
0.22322 13.85083 0.07893
0.22372 13.86943 0.07995
0.22423 13.94441 0.07791
0.22474 14.04538 0.07583
0.22524 14.02807 0.07869
0.22575 13.83635 0.07568
0.22626 13.94741 0.07788
0.22676 13.85534 0.07712
0.22727 13.85852 0.07719
0.22778 13.88275 0.07574
0.22828 13.76367 0.07654
0.22879 13.69041 0.07680
0.22930 13.88005 0.07528
0.22980 13.75961 0.07568
0.23031 13.75967 0.07570
0.23082 13.84199 0.07567
0.23132 13.81847 0.07439
0.23183 13.76622 0.07332
0.23234 13.77847 0.07334
0.23284 13.69090 0.07469
0.23335 13.71166 0.07350
0.23386 13.62674 0.07364
0.23436 13.65995 0.07469
0.23487 13.75863 0.07407
0.23538 13.61039 0.07193
0.23588 13.67584 0.07163
0.23639 13.62618 0.07183
